name,mos,distortion_type,DT
p58_gpcc-octree-raht_r05.ply,4.340798749,octree_raht,2
p58_gpcc-octree-raht_r06.ply,4.403024957,octree_raht,2
p58_vpcc_r00.ply,2.663626127,VPCC,3
p58_vpcc_r01.ply,3.23201845,VPCC,3
p58_vpcc_r02.ply,3.961823573,VPCC,3
p58_vpcc_r03.ply,4.20918926,VPCC,3
p58_vpcc_r04.ply,4.212241478,VPCC,3
p58_vpcc_r05.ply,4.298564262,VPCC,3
p65_geocnn_r01.ply,3.643278302,geocnn,0
p65_geocnn_r02.ply,4.258069576,geocnn,0
p65_geocnn_r03.ply,4.618588718,geocnn,0
p65_geocnn_r04.ply,4.45732721,geocnn,0
p65_gpcc-octree-predlift_r02.ply,1.306347717,gpcc_octree_predlift,1
p65_gpcc-octree-predlift_r03.ply,2.613250216,gpcc_octree_predlift,1
p65_gpcc-octree-predlift_r04.ply,4.041872133,gpcc_octree_predlift,1
p65_gpcc-octree-predlift_r05.ply,4.253184066,gpcc_octree_predlift,1
p65_gpcc-octree-predlift_r06.ply,4.395871171,gpcc_octree_predlift,1
p65_gpcc-octree-raht_r02.ply,1.129550612,octree_raht,2
p65_gpcc-octree-raht_r03.ply,2.36512381,octree_raht,2
p65_gpcc-octree-raht_r04.ply,4.012195419,octree_raht,2
p65_gpcc-octree-raht_r05.ply,4.342329384,octree_raht,2
p65_gpcc-octree-raht_r06.ply,4.462116757,octree_raht,2
p65_vpcc_r00.ply,1.762572255,VPCC,3
p65_vpcc_r01.ply,2.82703473,VPCC,3
p65_vpcc_r02.ply,3.582078283,VPCC,3
p65_vpcc_r03.ply,4.298589654,VPCC,3
p65_vpcc_r04.ply,4.414700261,VPCC,3
p65_vpcc_r05.ply,4.493763308,VPCC,3
p67_geocnn_r01.ply,2.874972718,geocnn,0
p67_geocnn_r02.ply,3.849290442,geocnn,0
p67_geocnn_r03.ply,4.062737173,geocnn,0
p67_geocnn_r04.ply,4.289547425,geocnn,0
p67_gpcc-octree-predlift_r02.ply,1.380175034,gpcc_octree_predlift,1
p67_gpcc-octree-predlift_r03.ply,3.059535628,gpcc_octree_predlift,1
p67_gpcc-octree-predlift_r04.ply,4.549355116,gpcc_octree_predlift,1
p67_gpcc-octree-predlift_r05.ply,4.477685234,gpcc_octree_predlift,1
p67_gpcc-octree-predlift_r06.ply,4.497375629,gpcc_octree_predlift,1
p67_gpcc-octree-raht_r02.ply,1.145133668,octree_raht,2
p67_gpcc-octree-raht_r03.ply,2.944990442,octree_raht,2
p67_gpcc-octree-raht_r04.ply,4.295487728,octree_raht,2
p67_gpcc-octree-raht_r05.ply,4.5391638,octree_raht,2
p67_gpcc-octree-raht_r06.ply,4.682497969,octree_raht,2
p67_vpcc_r00.ply,2.391726045,VPCC,3
p67_vpcc_r01.ply,3.440946917,VPCC,3
p67_vpcc_r02.ply,3.909153367,VPCC,3
p67_vpcc_r03.ply,4.351303534,VPCC,3
p67_vpcc_r04.ply,4.498156017,VPCC,3
p67_vpcc_r05.ply,4.460794476,VPCC,3
p68_geocnn_r03.ply,4.498506868,geocnn,0
p68_geocnn_r04.ply,4.651339326,geocnn,0
p68_gpcc-octree-predlift_r02.ply,1.275107362,gpcc_octree_predlift,1
p68_gpcc-octree-predlift_r03.ply,3.255462294,gpcc_octree_predlift,1
p68_gpcc-octree-predlift_r04.ply,4.345723406,gpcc_octree_predlift,1
p68_gpcc-octree-predlift_r05.ply,4.361668898,gpcc_octree_predlift,1
p68_gpcc-octree-predlift_r06.ply,4.616684275,gpcc_octree_predlift,1
p68_gpcc-octree-raht_r02.ply,1.13505233,octree_raht,2
p68_gpcc-octree-raht_r03.ply,3.576771602,octree_raht,2
p68_gpcc-octree-raht_r04.ply,4.438555016,octree_raht,2
p68_gpcc-octree-raht_r05.ply,4.624152716,octree_raht,2
p68_gpcc-octree-raht_r06.ply,4.692299606,octree_raht,2
p68_vpcc_r00.ply,2.03252592,VPCC,3
p68_vpcc_r01.ply,3.392602822,VPCC,3
p68_vpcc_r02.ply,4.027700484,VPCC,3
p68_vpcc_r03.ply,4.233450365,VPCC,3
p68_vpcc_r04.ply,4.463887286,VPCC,3
p68_vpcc_r05.ply,4.57383482,VPCC,3
p69_geocnn_r01.ply,3.833634326,geocnn,0
p69_geocnn_r02.ply,4.170787567,geocnn,0
p69_geocnn_r03.ply,4.226210011,geocnn,0
p69_geocnn_r04.ply,4.671893566,geocnn,0
p69_gpcc-octree-predlift_r02.ply,1.410270621,gpcc_octree_predlift,1
p69_gpcc-octree-predlift_r03.ply,3.195681597,gpcc_octree_predlift,1
p69_gpcc-octree-predlift_r04.ply,4.241368551,gpcc_octree_predlift,1
p69_gpcc-octree-predlift_r05.ply,4.570485193,gpcc_octree_predlift,1
p69_gpcc-octree-predlift_r06.ply,4.655660128,gpcc_octree_predlift,1
p69_gpcc-octree-raht_r02.ply,1.430688888,octree_raht,2
p69_gpcc-octree-raht_r03.ply,2.527734403,octree_raht,2
p69_gpcc-octree-raht_r04.ply,4.013587098,octree_raht,2
p69_gpcc-octree-raht_r05.ply,4.71609757,octree_raht,2
p69_gpcc-octree-raht_r06.ply,4.650161543,octree_raht,2
p69_vpcc_r00.ply,2.140081818,VPCC,3
p69_vpcc_r01.ply,2.770917851,VPCC,3
p69_vpcc_r02.ply,3.347608516,VPCC,3
p69_vpcc_r03.ply,4.113035234,VPCC,3
p69_vpcc_r04.ply,4.5641375,VPCC,3
p69_vpcc_r05.ply,4.488378451,VPCC,3
p70_geocnn_r01.ply,3.871668974,geocnn,0
p70_geocnn_r02.ply,4.43406935,geocnn,0
p70_geocnn_r03.ply,4.486516882,geocnn,0
p70_geocnn_r04.ply,4.296197754,geocnn,0
p70_gpcc-octree-predlift_r02.ply,1.180481779,gpcc_octree_predlift,1
p70_gpcc-octree-predlift_r03.ply,2.630280335,gpcc_octree_predlift,1
p70_gpcc-octree-predlift_r04.ply,4.211651708,gpcc_octree_predlift,1
p70_gpcc-octree-predlift_r05.ply,4.481888297,gpcc_octree_predlift,1
p70_gpcc-octree-predlift_r06.ply,4.493858425,gpcc_octree_predlift,1
p70_gpcc-octree-raht_r02.ply,1.199409115,octree_raht,2
p70_gpcc-octree-raht_r03.ply,2.355662536,octree_raht,2
p70_gpcc-octree-raht_r04.ply,4.144979078,octree_raht,2
p70_gpcc-octree-raht_r05.ply,4.467903076,octree_raht,2
p70_gpcc-octree-raht_r06.ply,4.442222357,octree_raht,2
p70_vpcc_r00.ply,1.591105707,VPCC,3
p70_vpcc_r01.ply,2.438644052,VPCC,3
p70_vpcc_r02.ply,3.272339742,VPCC,3
p70_vpcc_r03.ply,4.121896675,VPCC,3
p70_vpcc_r04.ply,4.378679361,VPCC,3
p70_vpcc_r05.ply,4.350553045,VPCC,3
p72_geocnn_r01.ply,3.089644256,geocnn,0
p72_geocnn_r02.ply,3.490208956,geocnn,0
p72_geocnn_r03.ply,3.635913127,geocnn,0
p72_geocnn_r04.ply,4.015282102,geocnn,0
p72_gpcc-octree-predlift_r02.ply,1.258992429,gpcc_octree_predlift,1
p72_gpcc-octree-predlift_r03.ply,2.591746993,gpcc_octree_predlift,1
p72_gpcc-octree-predlift_r04.ply,4.12372481,gpcc_octree_predlift,1
p72_gpcc-octree-predlift_r05.ply,4.231493233,gpcc_octree_predlift,1
p72_gpcc-octree-predlift_r06.ply,4.524153853,gpcc_octree_predlift,1
p72_gpcc-octree-raht_r02.ply,1.183854788,octree_raht,2
p72_gpcc-octree-raht_r03.ply,2.633532503,octree_raht,2
p72_gpcc-octree-raht_r04.ply,3.896266779,octree_raht,2
p72_gpcc-octree-raht_r05.ply,4.254045623,octree_raht,2
p72_gpcc-octree-raht_r06.ply,4.437200757,octree_raht,2
p72_vpcc_r00.ply,1.858162501,VPCC,3
p72_vpcc_r01.ply,2.605488288,VPCC,3
p72_vpcc_r02.ply,3.393405269,VPCC,3
p72_vpcc_r03.ply,3.701916191,VPCC,3
p72_vpcc_r04.ply,4.073069575,VPCC,3
p72_vpcc_r05.ply,4.342173706,VPCC,3
p74_geocnn_r01.ply,1.91835257,geocnn,0
p74_geocnn_r02.ply,3.503402544,geocnn,0
p74_geocnn_r03.ply,3.792132973,geocnn,0
p74_geocnn_r04.ply,3.774499143,geocnn,0
p74_gpcc-octree-predlift_r02.ply,1.173672691,gpcc_octree_predlift,1
p74_gpcc-octree-predlift_r03.ply,2.196661715,gpcc_octree_predlift,1
p74_gpcc-octree-predlift_r04.ply,3.71025073,gpcc_octree_predlift,1
p74_gpcc-octree-predlift_r05.ply,4.034833796,gpcc_octree_predlift,1
p74_gpcc-octree-predlift_r06.ply,4.166182535,gpcc_octree_predlift,1
p74_gpcc-octree-raht_r02.ply,1.251558149,octree_raht,2
p74_gpcc-octree-raht_r03.ply,2.195819896,octree_raht,2
p74_gpcc-octree-raht_r04.ply,3.808724067,octree_raht,2
p74_gpcc-octree-raht_r05.ply,4.072715324,octree_raht,2
p74_gpcc-octree-raht_r06.ply,4.035181494,octree_raht,2
p74_vpcc_r00.ply,2.379901146,VPCC,3
p74_vpcc_r01.ply,3.116440048,VPCC,3
p74_vpcc_r02.ply,3.988929681,VPCC,3
p74_vpcc_r03.ply,4.070927011,VPCC,3
p74_vpcc_r04.ply,4.011737883,VPCC,3
p74_vpcc_r05.ply,4.180545074,VPCC,3
p75_geocnn_r01.ply,2.533589959,geocnn,0
p75_geocnn_r02.ply,3.340161656,geocnn,0
p75_geocnn_r03.ply,3.524951438,geocnn,0
p75_geocnn_r04.ply,4.046083483,geocnn,0
p75_gpcc-octree-predlift_r02.ply,1.334273339,gpcc_octree_predlift,1
p75_gpcc-octree-predlift_r03.ply,2.927060718,gpcc_octree_predlift,1
p75_gpcc-octree-predlift_r04.ply,4.158367716,gpcc_octree_predlift,1
p75_gpcc-octree-predlift_r05.ply,4.402113156,gpcc_octree_predlift,1
p75_gpcc-octree-predlift_r06.ply,4.182528889,gpcc_octree_predlift,1
p75_gpcc-octree-raht_r02.ply,1.315228544,octree_raht,2
p75_gpcc-octree-raht_r03.ply,2.616288413,octree_raht,2
p75_gpcc-octree-raht_r04.ply,4.225282671,octree_raht,2
p75_gpcc-octree-raht_r05.ply,4.354703905,octree_raht,2
p75_gpcc-octree-raht_r06.ply,4.131080109,octree_raht,2
p75_vpcc_r00.ply,2.002676094,VPCC,3
p75_vpcc_r01.ply,3.329829155,VPCC,3
p75_vpcc_r02.ply,3.620569436,VPCC,3
p75_vpcc_r03.ply,4.004614957,VPCC,3
p75_vpcc_r04.ply,3.97019618,VPCC,3
p75_vpcc_r05.ply,3.768443494,VPCC,3
